73	h5nc	4B	4096				
-	1415	SI_Bullet_ShuttleBeam_15	2	240	0	16	16
-	1416	SI_Bullet_Scale_0	2	0	16	16	16
-	1417	SI_Bullet_Scale_1	2	16	16	16	16
-	1418	SI_Bullet_Scale_2	2	32	16	16	16
-	1419	SI_Bullet_Scale_3	2	48	16	16	16
-	1420	SI_Bullet_Scale_4	2	64	16	16	16
-	1421	SI_Bullet_Scale_5	2	80	16	16	16
-	1422	SI_Bullet_Scale_6	2	96	16	16	16
-	1423	SI_Bullet_Scale_7	2	112	16	16	16
-	1424	SI_Bullet_Scale_8	2	128	16	16	16
-	1425	SI_Bullet_Scale_9	2	144	16	16	16
-	1426	SI_Bullet_Scale_10	2	160	16	16	16
-	1427	SI_Bullet_Scale_11	2	176	16	16	16
-	1428	SI_Bullet_Scale_12	2	192	16	16	16
-	1429	SI_Bullet_Scale_13	2	208	16	16	16
-	1430	SI_Bullet_Scale_14	2	224	16	16	16
-	1431	SI_Bullet_Scale_15	2	240	16	16	16
-	1432	SI_Bullet_Ring_0	2	0	32	16	16
-	1433	SI_Bullet_Ring_1	2	16	32	16	16
-	1434	SI_Bullet_Ring_2	2	32	32	16	16
-	1435	SI_Bullet_Ring_3	2	48	32	16	16
-	1436	SI_Bullet_Ring_4	2	64	32	16	16
-	1437	SI_Bullet_Ring_5	2	80	32	16	16
-	1438	SI_Bullet_Ring_6	2	96	32	16	16
-	1439	SI_Bullet_Ring_7	2	112	32	16	16
-	1440	SI_Bullet_Ring_8	2	128	32	16	16
-	1441	SI_Bullet_Ring_9	2	144	32	16	16
-	1442	SI_Bullet_Ring_10	2	160	32	16	16
-	1443	SI_Bullet_Ring_11	2	176	32	16	16
-	1444	SI_Bullet_Ring_12	2	192	32	16	16
-	1445	SI_Bullet_Ring_13	2	208	32	16	16
-	1446	SI_Bullet_Ring_14	2	224	32	16	16
-	1447	SI_Bullet_Ring_15	2	240	32	16	16
-	1448	SI_Bullet_MiddleBall_0	2	0	48	16	16
-	1449	SI_Bullet_MiddleBall_1	2	16	48	16	16
-	1450	SI_Bullet_MiddleBall_2	2	32	48	16	16
-	1451	SI_Bullet_MiddleBall_3	2	48	48	16	16
-	1452	SI_Bullet_MiddleBall_4	2	64	48	16	16
-	1453	SI_Bullet_MiddleBall_5	2	80	48	16	16
-	1454	SI_Bullet_MiddleBall_6	2	96	48	16	16
-	1455	SI_Bullet_MiddleBall_7	2	112	48	16	16
-	1456	SI_Bullet_MiddleBall_8	2	128	48	16	16
-	1457	SI_Bullet_MiddleBall_9	2	144	48	16	16
-	1458	SI_Bullet_MiddleBall_10	2	160	48	16	16
-	1459	SI_Bullet_MiddleBall_11	2	176	48	16	16
-	1460	SI_Bullet_MiddleBall_12	2	192	48	16	16
-	1461	SI_Bullet_MiddleBall_13	2	208	48	16	16
-	1462	SI_Bullet_MiddleBall_14	2	224	48	16	16
-	1463	SI_Bullet_MiddleBall_15	2	240	48	16	16
-	1464	SI_Bullet_Shuttle_0	2	0	64	16	16
-	1465	SI_Bullet_Shuttle_1	2	16	64	16	16
-	1466	SI_Bullet_Shuttle_2	2	32	64	16	16
-	1467	SI_Bullet_Shuttle_3	2	48	64	16	16
-	1468	SI_Bullet_Shuttle_4	2	64	64	16	16
-	1469	SI_Bullet_Shuttle_5	2	80	64	16	16
-	1470	SI_Bullet_Shuttle_6	2	96	64	16	16
-	1471	SI_Bullet_Shuttle_7	2	112	64	16	16
-	1472	SI_Bullet_Shuttle_8	2	128	64	16	16
-	1473	SI_Bullet_Shuttle_9	2	144	64	16	16
-	1474	SI_Bullet_Shuttle_10	2	160	64	16	16
-	1475	SI_Bullet_Shuttle_11	2	176	64	16	16
-	1476	SI_Bullet_Shuttle_12	2	192	64	16	16
-	1477	SI_Bullet_Shuttle_13	2	208	64	16	16
-	1478	SI_Bullet_Shuttle_14	2	224	64	16	16
-	1479	SI_Bullet_Shuttle_15	2	240	64	16	16
-	1480	SI_Bullet_Kunai_0	2	0	80	16	16
-	1481	SI_Bullet_Kunai_1	2	16	80	16	16
-	1482	SI_Bullet_Kunai_2	2	32	80	16	16
-	1483	SI_Bullet_Kunai_3	2	48	80	16	16
-	1484	SI_Bullet_Kunai_4	2	64	80	16	16
-	1485	SI_Bullet_Kunai_5	2	80	80	16	16
-	1486	SI_Bullet_Kunai_6	2	96	80	16	16
-	1487	SI_Bullet_Kunai_7	2	112	80	16	16
-	1488	SI_Bullet_Kunai_8	2	128	80	16	16
-	1489	SI_Bullet_Kunai_9	2	144	80	16	16
-	1490	SI_Bullet_Kunai_10	2	160	80	16	16
-	1491	SI_Bullet_Kunai_11	2	176	80	16	16
-	1492	SI_Bullet_Kunai_12	2	192	80	16	16
-	1493	SI_Bullet_Kunai_13	2	208	80	16	16
-	1494	SI_Bullet_Kunai_14	2	224	80	16	16
-	1495	SI_Bullet_Kunai_15	2	240	80	16	16
-	1496	SI_Bullet_Arris_0	2	0	96	16	16
-	1497	SI_Bullet_Arris_1	2	16	96	16	16
-	1498	SI_Bullet_Arris_2	2	32	96	16	16
-	1499	SI_Bullet_Arris_3	2	48	96	16	16
-	1500	SI_Bullet_Arris_4	2	64	96	16	16
-	1501	SI_Bullet_Arris_5	2	80	96	16	16
-	1502	SI_Bullet_Arris_6	2	96	96	16	16
-	1503	SI_Bullet_Arris_7	2	112	96	16	16
-	1504	SI_Bullet_Arris_8	2	128	96	16	16
-	1505	SI_Bullet_Arris_9	2	144	96	16	16
-	1506	SI_Bullet_Arris_10	2	160	96	16	16
-	1507	SI_Bullet_Arris_11	2	176	96	16	16
-	1508	SI_Bullet_Arris_12	2	192	96	16	16
-	1509	SI_Bullet_Arris_13	2	208	96	16	16
-	1510	SI_Bullet_Arris_14	2	224	96	16	16
-	1511	SI_Bullet_Arris_15	2	240	96	16	16
-	1512	SI_Bullet_Amulet_0	2	0	112	16	16
-	1513	SI_Bullet_Amulet_1	2	16	112	16	16
-	1514	SI_Bullet_Amulet_2	2	32	112	16	16
-	1515	SI_Bullet_Amulet_3	2	48	112	16	16
-	1516	SI_Bullet_Amulet_4	2	64	112	16	16
-	1517	SI_Bullet_Amulet_5	2	80	112	16	16
-	1518	SI_Bullet_Amulet_6	2	96	112	16	16
-	1519	SI_Bullet_Amulet_7	2	112	112	16	16
-	1520	SI_Bullet_Amulet_8	2	128	112	16	16
-	1521	SI_Bullet_Amulet_9	2	144	112	16	16
-	1522	SI_Bullet_Amulet_10	2	160	112	16	16
-	1523	SI_Bullet_Amulet_11	2	176	112	16	16
-	1524	SI_Bullet_Amulet_12	2	192	112	16	16
-	1525	SI_Bullet_Amulet_13	2	208	112	16	16
-	1526	SI_Bullet_Amulet_14	2	224	112	16	16
-	1527	SI_Bullet_Amulet_15	2	240	112	16	16
-	1528	SI_Bullet_GunBullet_0	2	0	128	16	16
-	1529	SI_Bullet_GunBullet_1	2	16	128	16	16
-	1530	SI_Bullet_GunBullet_2	2	32	128	16	16
-	1531	SI_Bullet_GunBullet_3	2	48	128	16	16
-	1532	SI_Bullet_GunBullet_4	2	64	128	16	16
-	1533	SI_Bullet_GunBullet_5	2	80	128	16	16
-	1534	SI_Bullet_GunBullet_6	2	96	128	16	16
-	1535	SI_Bullet_GunBullet_7	2	112	128	16	16
-	1536	SI_Bullet_GunBullet_8	2	128	128	16	16
-	1537	SI_Bullet_GunBullet_9	2	144	128	16	16
-	1538	SI_Bullet_GunBullet_10	2	160	128	16	16
-	1539	SI_Bullet_GunBullet_11	2	176	128	16	16
-	1540	SI_Bullet_GunBullet_12	2	192	128	16	16
-	1541	SI_Bullet_GunBullet_13	2	208	128	16	16
-	1542	SI_Bullet_GunBullet_14	2	224	128	16	16
-	1543	SI_Bullet_GunBullet_15	2	240	128	16	16
-	1544	SI_Bullet_BlackShuttle_0	2	0	144	16	16
-	1545	SI_Bullet_BlackShuttle_1	2	16	144	16	16
-	1546	SI_Bullet_BlackShuttle_2	2	32	144	16	16
-	1547	SI_Bullet_BlackShuttle_3	2	48	144	16	16
-	1548	SI_Bullet_BlackShuttle_4	2	64	144	16	16
-	1549	SI_Bullet_BlackShuttle_5	2	80	144	16	16
-	1550	SI_Bullet_BlackShuttle_6	2	96	144	16	16
-	1551	SI_Bullet_BlackShuttle_7	2	112	144	16	16
-	1552	SI_Bullet_BlackShuttle_8	2	128	144	16	16
-	1553	SI_Bullet_BlackShuttle_9	2	144	144	16	16
-	1554	SI_Bullet_BlackShuttle_10	2	160	144	16	16
-	1555	SI_Bullet_BlackShuttle_11	2	176	144	16	16
-	1556	SI_Bullet_BlackShuttle_12	2	192	144	16	16
-	1557	SI_Bullet_BlackShuttle_13	2	208	144	16	16
-	1558	SI_Bullet_BlackShuttle_14	2	224	144	16	16
-	1559	SI_Bullet_BlackShuttle_15	2	240	144	16	16
-	1560	SI_Bullet_Star_0	2	0	160	16	16
-	1561	SI_Bullet_Star_1	2	16	160	16	16
-	1562	SI_Bullet_Star_2	2	32	160	16	16
-	1563	SI_Bullet_Star_3	2	48	160	16	16
-	1564	SI_Bullet_Star_4	2	64	160	16	16
-	1565	SI_Bullet_Star_5	2	80	160	16	16
-	1566	SI_Bullet_Star_6	2	96	160	16	16
-	1567	SI_Bullet_Star_7	2	112	160	16	16
-	1568	SI_Bullet_Star_8	2	128	160	16	16
-	1569	SI_Bullet_Star_9	2	144	160	16	16
-	1570	SI_Bullet_Star_10	2	160	160	16	16
-	1571	SI_Bullet_Star_11	2	176	160	16	16
-	1572	SI_Bullet_Star_12	2	192	160	16	16
-	1573	SI_Bullet_Star_13	2	208	160	16	16
-	1574	SI_Bullet_Star_14	2	224	160	16	16
-	1575	SI_Bullet_Star_15	2	240	160	16	16
-	1576	SI_Bullet_RollingBall_0	2	0	176	16	16
-	1577	SI_Bullet_RollingBall_1	2	16	176	16	16
-	1578	SI_Bullet_RollingBall_2	2	32	176	16	16
-	1579	SI_Bullet_RollingBall_3	2	48	176	16	16
-	1580	SI_Bullet_RollingBall_4	2	64	176	16	16
-	1581	SI_Bullet_RollingBall_5	2	80	176	16	16
-	1582	SI_Bullet_RollingBall_6	2	96	176	16	16
-	1583	SI_Bullet_RollingBall_7	2	112	176	16	16
-	1584	SI_Bullet_RollingBall_8	2	128	176	16	16
-	1585	SI_Bullet_RollingBall_9	2	144	176	16	16
-	1586	SI_Bullet_RollingBall_10	2	160	176	16	16
-	1587	SI_Bullet_RollingBall_11	2	176	176	16	16
-	1588	SI_Bullet_RollingBall_12	2	192	176	16	16
-	1589	SI_Bullet_RollingBall_13	2	208	176	16	16
-	1590	SI_Bullet_RollingBall_14	2	224	176	16	16
-	1591	SI_Bullet_RollingBall_15	2	240	176	16	16
-	1592	SI_Bullet_SmallStar_0	2	0	192	8	8
-	1593	SI_Bullet_SmallStar_1	2	8	192	8	8
-	1594	SI_Bullet_SmallStar_2	2	16	192	8	8
-	1595	SI_Bullet_SmallStar_3	2	24	192	8	8
-	1596	SI_Bullet_SmallStar_4	2	32	192	8	8
-	1597	SI_Bullet_SmallStar_5	2	40	192	8	8
-	1598	SI_Bullet_SmallStar_6	2	48	192	8	8
-	1599	SI_Bullet_SmallStar_7	2	56	192	8	8
-	1600	SI_Bullet_SmallStar_8	2	64	192	8	8
-	1601	SI_Bullet_SmallStar_9	2	72	192	8	8
-	1602	SI_Bullet_SmallStar_10	2	80	192	8	8
-	1603	SI_Bullet_SmallStar_11	2	88	192	8	8
-	1604	SI_Bullet_SmallStar_12	2	96	192	8	8
-	1605	SI_Bullet_SmallStar_13	2	104	192	8	8
-	1606	SI_Bullet_SmallStar_14	2	112	192	8	8
-	1607	SI_Bullet_SmallStar_15	2	120	192	8	8
-	1608	SI_Bullet_SmallBall_0	2	0	200	8	8
-	1609	SI_Bullet_SmallBall_1	2	8	200	8	8
-	1610	SI_Bullet_SmallBall_2	2	16	200	8	8
-	1611	SI_Bullet_SmallBall_3	2	24	200	8	8
-	1612	SI_Bullet_SmallBall_4	2	32	200	8	8
-	1613	SI_Bullet_SmallBall_5	2	40	200	8	8
-	1614	SI_Bullet_SmallBall_6	2	48	200	8	8
-	1615	SI_Bullet_SmallBall_7	2	56	200	8	8
-	1616	SI_Bullet_SmallBall_8	2	64	200	8	8
-	1617	SI_Bullet_SmallBall_9	2	72	200	8	8
-	1618	SI_Bullet_SmallBall_10	2	80	200	8	8
-	1619	SI_Bullet_SmallBall_11	2	88	200	8	8
-	1620	SI_Bullet_SmallBall_12	2	96	200	8	8
-	1621	SI_Bullet_SmallBall_13	2	104	200	8	8
-	1622	SI_Bullet_SmallBall_14	2	112	200	8	8
-	1623	SI_Bullet_SmallBall_15	2	120	200	8	8
-	1624	SI_Bullet_Coin_0	2	208	192	16	16
-	1625	SI_Bullet_Coin_1	2	224	192	16	16
-	1626	SI_Bullet_Coin_2	2	240	192	16	16
-	1627	SI_Bullet_HugeBall_0	2	256	0	64	64
-	1628	SI_Bullet_HugeBall_1	2	320	0	64	64
-	1629	SI_Bullet_HugeBall_2	2	384	0	64	64
-	1630	SI_Bullet_HugeBall_3	2	448	0	64	64
-	1631	SI_Bullet_BigStar_0	2	256	64	32	32
-	1632	SI_Bullet_BigStar_1	2	288	64	32	32
-	1633	SI_Bullet_BigStar_2	2	320	64	32	32
-	1634	SI_Bullet_BigStar_3	2	352	64	32	32
-	1635	SI_Bullet_BigStar_4	2	384	64	32	32
-	1636	SI_Bullet_BigStar_5	2	416	64	32	32
-	1637	SI_Bullet_BigStar_6	2	448	64	32	32
-	1638	SI_Bullet_BigStar_7	2	480	64	32	32
-	1639	SI_Bullet_BigBall_0	2	256	96	32	32
-	1640	SI_Bullet_BigBall_1	2	288	96	32	32
-	1641	SI_Bullet_BigBall_2	2	320	96	32	32
-	1642	SI_Bullet_BigBall_3	2	352	96	32	32
-	1643	SI_Bullet_BigBall_4	2	384	96	32	32
-	1644	SI_Bullet_BigBall_5	2	416	96	32	32
-	1645	SI_Bullet_BigBall_6	2	448	96	32	32
-	1646	SI_Bullet_BigBall_7	2	480	96	32	32
-	1647	SI_Bullet_BendedKnife_0	2	256	128	32	32
-	1648	SI_Bullet_BendedKnife_1	2	288	128	32	32
-	1649	SI_Bullet_BendedKnife_2	2	320	128	32	32
-	1650	SI_Bullet_BendedKnife_3	2	352	128	32	32
-	1651	SI_Bullet_BendedKnife_4	2	384	128	32	32
-	1652	SI_Bullet_BendedKnife_5	2	416	128	32	32
-	1653	SI_Bullet_BendedKnife_6	2	448	128	32	32
-	1654	SI_Bullet_BendedKnife_7	2	480	128	32	32
-	1655	SI_Bullet_Butterfly_0	2	256	160	32	32
-	1656	SI_Bullet_Butterfly_1	2	288	160	32	32
-	1657	SI_Bullet_Butterfly_2	2	320	160	32	32
-	1658	SI_Bullet_Butterfly_3	2	352	160	32	32
-	1659	SI_Bullet_Butterfly_4	2	384	160	32	32
-	1660	SI_Bullet_Butterfly_5	2	416	160	32	32
-	1661	SI_Bullet_Butterfly_6	2	448	160	32	32
-	1662	SI_Bullet_Butterfly_7	2	480	160	32	32
-	1663	SI_Bullet_Knife_0	2	256	192	32	32
-	1664	SI_Bullet_Knife_1	2	288	192	32	32
-	1665	SI_Bullet_Knife_2	2	320	192	32	32
-	1666	SI_Bullet_Knife_3	2	352	192	32	32
-	1667	SI_Bullet_Knife_4	2	384	192	32	32
-	1668	SI_Bullet_Knife_5	2	416	192	32	32
-	1669	SI_Bullet_Knife_6	2	448	192	32	32
-	1670	SI_Bullet_Knife_7	2	480	192	32	32
-	1671	SI_Bullet_QuarterNote_0	2	256	224	32	32
-	1672	SI_Bullet_QuarterNote_1	2	288	224	32	32
-	1673	SI_Bullet_QuarterNote_2	2	320	224	32	32
-	1674	SI_Bullet_Stupa_0	2	352	224	32	32
-	1675	SI_Bullet_EighthNote_0	2	384	224	32	32
-	1676	SI_Bullet_EighthNote_1	2	416	224	32	32
-	1677	SI_Bullet_EighthNote_2	2	448	224	32	32
-	1678	SI_Bullet_EighthNote_3	2	480	224	32	32
-	1679	SI_Bullet_BigShuttle_0	2	256	256	32	32
-	1680	SI_Bullet_BigShuttle_1	2	288	256	32	32
-	1681	SI_Bullet_BigShuttle_2	2	320	256	32	32
-	1682	SI_Bullet_BigShuttle_3	2	352	256	32	32
-	1683	SI_Bullet_BigShuttle_4	2	384	256	32	32
-	1684	SI_Bullet_BigShuttle_5	2	416	256	32	32
-	1685	SI_Bullet_BigShuttle_6	2	448	256	32	32
-	1686	SI_Bullet_BigShuttle_7	2	480	256	32	32
-	1687	SI_Bullet_RedFireBall_0	2	256	288	32	32
-	1688	SI_Bullet_RedFireBall_1	2	288	288	32	32
-	1689	SI_Bullet_RedFireBall_2	2	320	288	32	32
-	1690	SI_Bullet_RedFireBall_3	2	352	288	32	32
-	1691	SI_Bullet_FadedRedFireBall_0	2	384	288	32	32
-	1692	SI_Bullet_FadedRedFireBall_1	2	416	288	32	32
-	1693	SI_Bullet_FadedRedFireBall_2	2	448	288	32	32
-	1694	SI_Bullet_FadedRedFireBall_3	2	480	288	32	32
-	1695	SI_Bullet_BlueFireBall_0	2	256	320	32	32
-	1696	SI_Bullet_BlueFireBall_1	2	288	320	32	32
-	1697	SI_Bullet_BlueFireBall_2	2	320	320	32	32
-	1698	SI_Bullet_BlueFireBall_3	2	352	320	32	32
-	1699	SI_Bullet_FadedBlueFireBall_0	2	384	320	32	32
-	1700	SI_Bullet_FadedBlueFireBall_1	2	416	320	32	32
-	1701	SI_Bullet_FadedBlueFireBall_2	2	448	320	32	32
-	1702	SI_Bullet_FadedBlueFireBall_3	2	480	320	32	32
-	1703	SI_Bullet_ShootItem_0	2	0	208	32	32
-	1704	SI_Bullet_ShootItem_1	2	32	208	32	32
-	1705	SI_Bullet_ShootItem_2	2	64	208	32	32
-	1706	SI_Bullet_ShootItem_3	2	96	208	32	32
-	1707	SI_Bullet_ShootItem_4	2	128	208	32	32
-	1708	SI_Bullet_ShootItem_5	2	160	208	32	32
-	1709	SI_Bullet_ShootItem_6	2	192	208	32	32
-	1710	SI_Bullet_ShootItem_7	2	224	208	32	32
-	1711	SI_Bullet_FadeItem_0	2	0	240	32	32
-	1712	SI_Bullet_FadeItem_1	2	32	240	32	32
-	1713	SI_Bullet_FadeItem_2	2	64	240	32	32
-	1714	SI_Bullet_FadeItem_3	2	96	240	32	32
-	1715	SI_Bullet_FadeItem_4	2	128	240	32	32
-	1716	SI_Bullet_FadeItem_5	2	160	240	32	32
-	1717	SI_Bullet_FadeItem_6	2	192	240	32	32
-	1718	SI_Bullet_FadeItem_7	2	224	240	32	32
-	1719	SI_Bullet_Score_0	2	0	274	40	12
-	1720	SI_Bullet_Score_1	2	40	274	40	12
-	1721	SI_Bullet_Score_2	2	80	274	40	12
-	1722	SI_Bullet_Score_3	2	120	274	40	12
-	1723	SI_Bullet_Score_4	2	160	274	40	12
-	1724	SI_Bullet_Score_5	2	200	274	40	12
#		BulletEx					
-	1750	SI_BulletEx_Reimu_0	42	128	0	64	64
#		Player(2000~2999)					
-	2000	SI_Player_Reimu_0	10	0	0	32	48
-	2001	SI_Player_Reimu_1	10	32	0	32	48
-	2002	SI_Player_Reimu_2	10	64	0	32	48
-	2003	SI_Player_Reimu_3	10	96	0	32	48
-	2004	SI_Player_Reimu_4	10	128	0	32	48
-	2005	SI_Player_Reimu_5	10	160	0	32	48
-	2006	SI_Player_Reimu_6	10	192	0	32	48
-	2007	SI_Player_Reimu_7	10	224	0	32	48
-	2008	SI_Player_Reimu_8	10	0	48	32	48
-	2009	SI_Player_Reimu_9	10	32	48	32	48
-	2010	SI_Player_Reimu_10	10	64	48	32	48
-	2011	SI_Player_Reimu_11	10	96	48	32	48
-	2012	SI_Player_Reimu_12	10	128	48	32	48
-	2013	SI_Player_Reimu_13	10	160	48	32	48
-	2014	SI_Player_Reimu_14	10	192	48	32	48
-	2015	SI_Player_Reimu_15	10	224	48	32	48
-	2016	SI_Player_Reimu_16	10	0	96	32	48
-	2017	SI_Player_Reimu_17	10	32	96	32	48
-	2018	SI_Player_Reimu_18	10	64	96	32	48
-	2019	SI_Player_Reimu_19	10	96	96	32	48
-	2020	SI_Player_Reimu_20	10	128	96	32	48
-	2021	SI_Player_Reimu_21	10	160	96	32	48
-	2022	SI_Player_Reimu_22	10	192	96	32	48
-	2023	SI_Player_Reimu_23	10	224	96	32	48
-	2024	SI_Player_Marisa_0	11	0	0	32	48
-	2025	SI_Player_Marisa_1	11	32	0	32	48
-	2026	SI_Player_Marisa_2	11	64	0	32	48
-	2027	SI_Player_Marisa_3	11	96	0	32	48
-	2028	SI_Player_Marisa_4	11	128	0	32	48
-	2029	SI_Player_Marisa_5	11	160	0	32	48
-	2030	SI_Player_Marisa_6	11	192	0	32	48
-	2031	SI_Player_Marisa_7	11	224	0	32	48
-	2032	SI_Player_Marisa_8	11	0	48	32	48
-	2033	SI_Player_Marisa_9	11	32	48	32	48
-	2034	SI_Player_Marisa_10	11	64	48	32	48
-	2035	SI_Player_Marisa_11	11	96	48	32	48
-	2036	SI_Player_Marisa_12	11	128	48	32	48
-	2037	SI_Player_Marisa_13	11	160	48	32	48
-	2038	SI_Player_Marisa_14	11	192	48	32	48
-	2039	SI_Player_Marisa_15	11	224	48	32	48
-	2040	SI_Player_Marisa_16	11	0	96	32	48
-	2041	SI_Player_Marisa_17	11	32	96	32	48
-	2042	SI_Player_Marisa_18	11	64	96	32	48
-	2043	SI_Player_Marisa_19	11	96	96	32	48
-	2044	SI_Player_Marisa_20	11	128	96	32	48
-	2045	SI_Player_Marisa_21	11	160	96	32	48
-	2046	SI_Player_Marisa_22	11	192	96	32	48
-	2047	SI_Player_Marisa_23	11	224	96	32	48
-	2048	SI_Player_Sakuya_0	12	0	0	32	48
-	2049	SI_Player_Sakuya_1	12	32	0	32	48
-	2050	SI_Player_Sakuya_2	12	64	0	32	48
-	2051	SI_Player_Sakuya_3	12	96	0	32	48
-	2052	SI_Player_Sakuya_4	12	128	0	32	48
-	2053	SI_Player_Sakuya_5	12	160	0	32	48
-	2054	SI_Player_Sakuya_6	12	192	0	32	48
-	2055	SI_Player_Sakuya_7	12	224	0	32	48
-	2056	SI_Player_Sakuya_8	12	0	48	32	48
-	2057	SI_Player_Sakuya_9	12	32	48	32	48
-	2058	SI_Player_Sakuya_10	12	64	48	32	48
-	2059	SI_Player_Sakuya_11	12	96	48	32	48
-	2060	SI_Player_Sakuya_12	12	128	48	32	48
-	2061	SI_Player_Sakuya_13	12	160	48	32	48
-	2062	SI_Player_Sakuya_14	12	192	48	32	48
-	2063	SI_Player_Sakuya_15	12	224	48	32	48
-	2064	SI_Player_Sakuya_16	12	0	96	32	48
-	2065	SI_Player_Sakuya_17	12	32	96	32	48
-	2066	SI_Player_Sakuya_18	12	64	96	32	48
-	2067	SI_Player_Sakuya_19	12	96	96	32	48
-	2068	SI_Player_Sakuya_20	12	128	96	32	48
-	2069	SI_Player_Sakuya_21	12	160	96	32	48
-	2070	SI_Player_Sakuya_22	12	192	96	32	48
-	2071	SI_Player_Sakuya_23	12	224	96	32	48
-	2072	SI_Player_Youmu_0	13	0	0	32	48
-	2073	SI_Player_Youmu_1	13	32	0	32	48
-	2074	SI_Player_Youmu_2	13	64	0	32	48
-	2075	SI_Player_Youmu_3	13	96	0	32	48
-	2076	SI_Player_Youmu_4	13	128	0	32	48
-	2077	SI_Player_Youmu_5	13	160	0	32	48
-	2078	SI_Player_Youmu_6	13	192	0	32	48
-	2079	SI_Player_Youmu_7	13	224	0	32	48
-	2080	SI_Player_Youmu_8	13	0	48	32	48
-	2081	SI_Player_Youmu_9	13	32	48	32	48
-	2082	SI_Player_Youmu_10	13	64	48	32	48
-	2083	SI_Player_Youmu_11	13	96	48	32	48
-	2084	SI_Player_Youmu_12	13	128	48	32	48
-	2085	SI_Player_Youmu_13	13	160	48	32	48
-	2086	SI_Player_Youmu_14	13	192	48	32	48
-	2087	SI_Player_Youmu_15	13	224	48	32	48
-	2088	SI_Player_Youmu_16	13	0	96	32	48
-	2089	SI_Player_Youmu_17	13	32	96	32	48
-	2090	SI_Player_Youmu_18	13	64	96	32	48
-	2091	SI_Player_Youmu_19	13	96	96	32	48
-	2092	SI_Player_Youmu_20	13	128	96	32	48
-	2093	SI_Player_Youmu_21	13	160	96	32	48
-	2094	SI_Player_Youmu_22	13	192	96	32	48
-	2095	SI_Player_Youmu_23	13	224	96	32	48
-	2096	SI_Player_Aya_0	14	0	0	32	48
-	2097	SI_Player_Aya_1	14	32	0	32	48
-	2098	SI_Player_Aya_2	14	64	0	32	48
-	2099	SI_Player_Aya_3	14	96	0	32	48
-	2100	SI_Player_Aya_4	14	128	0	32	48
-	2101	SI_Player_Aya_5	14	160	0	32	48
-	2102	SI_Player_Aya_6	14	192	0	32	48
-	2103	SI_Player_Aya_7	14	224	0	32	48
-	2104	SI_Player_Aya_8	14	0	48	32	48
-	2105	SI_Player_Aya_9	14	32	48	32	48
-	2106	SI_Player_Aya_10	14	64	48	32	48
-	2107	SI_Player_Aya_11	14	96	48	32	48
-	2108	SI_Player_Aya_12	14	128	48	32	48
-	2109	SI_Player_Aya_13	14	160	48	32	48
-	2110	SI_Player_Aya_14	14	192	48	32	48
-	2111	SI_Player_Aya_15	14	224	48	32	48
-	2112	SI_Player_Aya_16	14	0	96	32	48
-	2113	SI_Player_Aya_17	14	32	96	32	48
-	2114	SI_Player_Aya_18	14	64	96	32	48
-	2115	SI_Player_Aya_19	14	96	96	32	48
-	2116	SI_Player_Aya_20	14	128	96	32	48
-	2117	SI_Player_Aya_21	14	160	96	32	48
-	2118	SI_Player_Aya_22	14	192	96	32	48
-	2119	SI_Player_Aya_23	14	224	96	32	48
-	2120	SI_Player_Yuyuko_0	15	0	96	32	48
-	2121	SI_Player_Yuyuko_1	15	32	96	32	48
-	2122	SI_Player_Yuyuko_2	15	64	96	32	48
-	2123	SI_Player_Yuyuko_3	15	96	96	32	48
-	2124	SI_Player_Yuyuko_4	15	0	144	32	48
-	2125	SI_Player_Yuyuko_5	15	32	144	32	48
-	2126	SI_Player_Yuyuko_6	15	64	144	32	48
-	2127	SI_Player_Yuyuko_7	15	96	144	32	48
-	2128	SI_Player_Medicine_0	16	0	0	32	48
-	2129	SI_Player_Medicine_1	16	32	0	32	48
-	2130	SI_Player_Medicine_2	16	64	0	32	48
-	2131	SI_Player_Medicine_3	16	96	0	32	48
-	2132	SI_Player_Medicine_4	16	128	0	32	48
-	2133	SI_Player_Medicine_5	16	160	0	32	48
-	2134	SI_Player_Medicine_6	16	192	0	32	48
-	2135	SI_Player_Medicine_7	16	224	0	32	48
-	2136	SI_Player_Medicine_8	16	0	48	32	48
-	2137	SI_Player_Medicine_9	16	32	48	32	48
-	2138	SI_Player_Medicine_10	16	64	48	32	48
-	2139	SI_Player_Medicine_11	16	96	48	32	48
-	2140	SI_Player_Medicine_12	16	128	48	32	48
-	2141	SI_Player_Medicine_13	16	160	48	32	48
-	2142	SI_Player_Medicine_14	16	192	48	32	48
-	2143	SI_Player_Medicine_15	16	224	48	32	48
-	2144	SI_Player_Medicine_16	16	0	96	32	48
-	2145	SI_Player_Medicine_17	16	32	96	32	48
-	2146	SI_Player_Medicine_18	16	64	96	32	48
-	2147	SI_Player_Medicine_19	16	96	96	32	48
-	2148	SI_Player_Medicine_20	16	128	96	32	48
-	2149	SI_Player_Medicine_21	16	160	96	32	48
-	2150	SI_Player_Medicine_22	16	192	96	32	48
-	2151	SI_Player_Medicine_23	16	224	96	32	48
-	2152	SI_Player_Cirno_0	17	0	0	32	48
-	2153	SI_Player_Cirno_1	17	32	0	32	48
-	2154	SI_Player_Cirno_2	17	64	0	32	48
-	2155	SI_Player_Cirno_3	17	96	0	32	48
-	2156	SI_Player_Cirno_4	17	128	0	32	48
